"species","lon","lat"
"piaya_therma","-88.86833386","16.98602301"
"piaya_therma","-87.99333381","14.73602289"
"piaya_therma","-92.36833405","15.02768957"
"piaya_therma","-93.74333413","15.98602296"
"piaya_therma","-99.03500109","22.1110233"
"piaya_therma","-86.41000039","13.61102282"
"piaya_therma","-88.70166718","15.69435627"
"piaya_therma","-90.95166731","16.90268967"
"piaya_therma","-85.70166701","13.61102282"
"piaya_therma","-87.8683338","19.1526898"
"piaya_therma","-91.82666736","14.3193562"
"piaya_therma","-89.95166725","18.98602312"
"piaya_therma","-89.28500055","13.73602283"
"piaya_therma","-96.86833431","18.90268979"
"piaya_therma","-97.82666769","20.40268987"
"piaya_therma","-90.20166727","16.44435631"
"piaya_therma","-93.7850008","16.02768962"
"piaya_therma","-98.78500108","21.27768992"
"piaya_therma","-90.32666727","17.27768969"
"piaya_therma","-93.16000076","15.69435627"
"piaya_therma","-95.03500087","18.4860231"
"piaya_therma","-92.45166739","14.86102289"
"piaya_therma","-84.74333363","15.77768961"
"piaya_therma","-95.74333424","17.19435636"
"piaya_therma","-93.1183341","16.61102299"
"piaya_therma","-88.24333382","13.31935614"
"piaya_therma","-94.41000083","18.15268974"
"piaya_therma","-93.7850008","16.27768964"
"piaya_therma","-78.45166661","8.944355894"
"piaya_therma","-86.91000041","15.48602293"
"piaya_therma","-79.74333335","9.152689239"
"piaya_therma","-97.82666769","22.23602331"
"piaya_therma","-90.78500063","18.44435643"
"piaya_therma","-82.86833352","8.319355859"
"piaya_therma","-89.36833389","17.98602307"
"piaya_therma","-88.91000053","20.11102319"
"piaya_therma","-94.70166752","17.06935635"
"piaya_therma","-94.07666748","17.06935635"
"piaya_therma","-95.03500087","16.69435633"
"piaya_therma","-96.45166762","19.31935648"
"piaya_therma","-97.16000099","20.48602321"
"piaya_therma","-81.07666675","7.944355838"
"piaya_therma","-89.0766672","17.15268969"
"piaya_therma","-88.24333382","16.94435634"
"piaya_therma","-78.07666659","8.736022549"
"piaya_therma","-88.20166715","13.7776895"
"piaya_therma","-84.86833363","15.02768957"
"piaya_therma","-78.15999992","8.236022521"
"piaya_therma","-89.70166724","19.31935648"
"piaya_therma","-83.36833355","10.31935597"
"piaya_therma","-86.74333374","13.36102281"
"piaya_therma","-94.11833415","16.48602298"
"piaya_therma","-83.82666691","9.861022612"
"piaya_therma","-89.78500058","18.11102307"
"piaya_therma","-89.32666722","18.6110231"
"piaya_therma","-84.11833359","10.44435598"
"piaya_therma","-77.90999991","8.194355852"
"piaya_therma","-89.16000054","16.36102298"
"piaya_therma","-89.16000054","15.06935624"
"piaya_therma","-97.24333433","19.56935649"
"piaya_therma","-88.11833382","18.36102309"
"piaya_therma","-91.99333403","17.52768971"
"piaya_therma","-90.24333393","15.77768961"
"piaya_therma","-84.57666695","15.19435624"
"piaya_therma","-86.91000041","15.69435627"
"piaya_therma","-97.9516677","22.36102331"
"piaya_therma","-84.11833359","10.40268931"
"piaya_therma","-86.91000041","15.40268959"
"piaya_therma","-96.91000097","19.52768982"
"piaya_therma","-98.99333442","21.06935657"
"piaya_therma","-95.36833422","18.4860231"
"piaya_therma","-88.07666715","13.61102282"
"piaya_therma","-96.36833428","19.40268981"
"piaya_therma","-99.11833443","22.40268998"
"piaya_therma","-87.28500044","15.5276896"
"piaya_therma","-77.61833323","7.902689169"
"piaya_therma","-80.53500006","8.402689197"
"piaya_therma","-88.16000048","21.15268991"
"piaya_therma","-86.61833373","15.48602293"
"piaya_therma","-94.74333419","16.69435633"
"piaya_therma","-96.78500097","18.4860231"
"piaya_therma","-95.6600009","18.6110231"
"piaya_therma","-82.78500018","8.944355894"
"piaya_therma","-97.53500101","20.98602324"
"piaya_therma","-95.78500091","16.61102299"
"piaya_therma","-93.1183341","16.69435633"
"piaya_therma","-87.95166714","15.48602293"
"piaya_therma","-85.11833365","14.81935622"
"piaya_therma","-87.82666713","15.31935625"
"piaya_therma","-77.6599999","8.194355852"
"piaya_therma","-86.99333375","15.73602294"
"piaya_therma","-88.24333382","18.31935642"
"piaya_therma","-86.53500039","13.7776895"
"piaya_therma","-91.74333402","14.65268955"
"piaya_therma","-88.24333382","15.02768957"
"piaya_therma","-99.41000111","22.1110233"
"piaya_therma","-87.24333377","21.52768993"
"piaya_therma","-95.11833421","17.73602305"
"piaya_therma","-83.7016669","9.361022584"
"piaya_therma","-82.32666682","8.361022528"
"piaya_therma","-94.82666752","18.31935642"
"piaya_therma","-96.11833426","19.11102313"
"piaya_therma","-96.95166764","19.52768982"
"piaya_therma","-96.28500094","18.23602308"
"piaya_therma","-93.61833412","16.1943563"
"piaya_therma","-88.61833384","17.52768971"
"piaya_therma","-86.95166708","12.65268944"
"piaya_therma","-88.78500052","21.19435658"
"piaya_therma","-87.24333377","13.86102284"
"piaya_therma","-85.11833365","13.73602283"
"piaya_therma","-89.74333391","15.31935625"
"piaya_therma","-86.45166706","13.2360228"
"piaya_therma","-77.86833324","7.694355824"
"piaya_therma","-80.36833338","8.486022535"
"piaya_therma","-85.78500035","10.90268934"
"piaya_therma","-85.11833365","9.611022598"
"piaya_therma","-90.66000062","18.77768978"
"piaya_therma","-83.49333356","10.44435598"
"piaya_therma","-88.82666719","15.69435627"
"piaya_therma","-86.78500041","15.36102292"
"piaya_therma","-93.70166746","16.15268963"
"piaya_therma","-90.41000061","19.94435651"
"piaya_therma","-92.99333409","15.56935627"
"piaya_therma","-89.03500053","17.15268969"
"piaya_therma","-80.53500006","8.819355887"
"piaya_therma","-94.61833418","17.06935635"
"piaya_therma","-95.03500087","16.90268967"
"piaya_therma","-94.28500083","16.44435631"
"piaya_therma","-90.66000062","18.56935643"
"piaya_therma","-88.11833382","13.40268948"
"piaya_therma","-94.9933342","16.65268966"
"piaya_therma","-98.4933344","23.3193567"
"piaya_therma","-83.78500024","12.65268944"
"piaya_therma","-88.74333385","14.11102285"
"piaya_therma","-91.82666736","14.81935622"
"piaya_therma","-85.91000036","12.98602279"
"piaya_therma","-84.20166693","10.69435599"
"piaya_therma","-92.70166741","15.02768957"
"piaya_therma","-93.03500076","17.52768971"
"piaya_therma","-77.70166657","7.944355838"
"piaya_therma","-89.53500056","13.56935615"
"piaya_therma","-82.45166683","8.736022549"
"piaya_therma","-87.28500044","13.98602284"
"piaya_therma","-87.28500044","13.86102284"
"piaya_therma","-84.41000027","12.15268941"
"piaya_therma","-95.03500087","16.61102299"
"piaya_therma","-91.70166735","14.52768954"
"piaya_therma","-87.99333381","15.5276896"
"piaya_therma","-88.20166715","18.31935642"
"piaya_therma","-88.61833384","13.94435617"
"piaya_therma","-79.95166669","8.527689204"
"piaya_therma","-78.20166659","8.236022521"
"piaya_therma","-94.36833417","16.36102298"
"piaya_therma","-96.95166764","19.1526898"
"piaya_therma","-95.11833421","18.40268976"
"piaya_therma","-91.11833398","17.44435637"
"piaya_therma","-89.82666724","15.56935627"
"piaya_therma","-79.535","9.361022584"
"piaya_therma","-98.41000106","22.06935663"
"piaya_therma","-83.0350002","9.652689267"
"piaya_therma","-88.07666715","15.48602293"
"piaya_therma","-86.86833375","20.86102323"
"piaya_therma","-77.70166657","7.777689162"
"piaya_therma","-86.36833372","13.94435617"
"piaya_therma","-93.99333414","16.65268966"
"piaya_therma","-89.66000057","13.69435616"
"piaya_therma","-88.32666716","14.77768955"
"piaya_therma","-97.9516677","23.3193567"
"piaya_therma","-84.11833359","10.48602265"
"piaya_therma","-89.70166724","19.52768982"
"piaya_therma","-86.03500037","12.31935608"
"piaya_therma","-95.03500087","17.15268969"
"piaya_therma","-97.66000102","20.15268986"
"piaya_therma","-93.36833411","16.61102299"
"piaya_therma","-89.16000054","15.02768957"
"piaya_therma","-88.78500052","16.15268963"
"piaya_therma","-91.74333402","16.90268967"
"piaya_therma","-83.74333357","12.5693561"
"piaya_therma","-89.57666723","13.65268949"
"piaya_therma","-96.7433343","18.65268977"
"piaya_therma","-85.57666701","10.2776893"
"piaya_therma","-94.70166752","16.90268967"
"piaya_therma","-88.99333386","18.19435641"
"piaya_therma","-77.61833323","7.8610225"
"piaya_therma","-99.20166777","23.11102335"
"piaya_therma","-99.41000111","21.90268995"
"piaya_therma","-95.28500088","18.56935643"
"piaya_therma","-84.61833362","9.694355936"
"piaya_therma","-87.45166711","15.73602294"
"piaya_therma","-88.28500049","14.90268956"
"piaya_therma","-88.20166715","17.48602304"
"piaya_therma","-86.91000041","15.44435626"
"piaya_therma","-80.20166671","8.652689211"
"piaya_therma","-98.99333442","21.69435661"
"piaya_therma","-91.24333399","14.65268955"
"piaya_therma","-89.16000054","16.02768962"
"piaya_therma","-83.74333357","12.65268944"
"piaya_therma","-91.11833398","14.52768954"
"piaya_therma","-87.11833376","15.77768961"
"piaya_therma","-99.03500109","23.3193567"
"piaya_therma","-78.3266666","8.819355887"
"piaya_therma","-92.91000075","16.77768967"
"piaya_therma","-88.24333382","19.73602317"
"piaya_therma","-99.28500111","22.36102331"
"piaya_therma","-87.82666713","14.90268956"
"piaya_therma","-92.82666741","15.27768958"
"piaya_therma","-89.82666724","18.11102307"
"piaya_therma","-85.36833366","10.52768932"
"piaya_therma","-78.74333329","9.194355908"
"piaya_therma","-90.45166728","13.90268951"
"piaya_therma","-77.70166657","7.736022493"
"piaya_therma","-91.16000065","18.94435645"
"piaya_therma","-85.74333368","10.86102267"
"piaya_therma","-84.28500027","10.90268934"
"piaya_therma","-84.45166694","10.48602265"
"piaya_therma","-88.28500049","15.48602293"
"piaya_therma","-88.70166718","15.40268959"
"piaya_therma","-84.2433336","13.44435615"
"piaya_therma","-94.11833415","16.40268965"
"piaya_therma","-87.11833376","12.61102277"
